Branch,Date,Source,Brand Name,Net Sales
HSR Layout,2026-05-01,In Store,Boba Bar,6533.0
HSR Layout,2026-05-01,In Store,Frozen Bottle,251895.05
HSR Layout,2026-05-01,Others,Boba Bar,1846.1000000000001
HSR Layout,2026-05-01,Others,Frozen Bottle,636.91
HSR Layout,2026-05-01,Ownly,Boba Bar,2442.75
HSR Layout,2026-05-01,Ownly,Frozen Bottle,7318.0
HSR Layout,2026-05-01,Swiggy,Boba Bar,18157.33
HSR Layout,2026-05-01,Swiggy,Frozen Bottle,448326.75
HSR Layout,2026-05-01,Swiggy,Madno,30526.14
HSR Layout,2026-05-01,Zomato,Boba Bar,11289.9
HSR Layout,2026-05-01,Zomato,Frozen Bottle,285916.62
HSR Layout,2026-05-01,Zomato,Madno,14591.32
HSR Layout,2026-06-01,In Store,Boba Bar,3575.0
HSR Layout,2026-06-01,In Store,Frozen Bottle,207986.96
HSR Layout,2026-06-01,Others,Boba Bar,1423.2
HSR Layout,2026-06-01,Others,Frozen Bottle,884.28
HSR Layout,2026-06-01,Ownly,Boba Bar,3282.0
HSR Layout,2026-06-01,Ownly,Frozen Bottle,13315.0
HSR Layout,2026-06-01,Swiggy,Boba Bar,13939.08
HSR Layout,2026-06-01,Swiggy,Frozen Bottle,314193.43
HSR Layout,2026-06-01,Swiggy,Madno,39775.39
HSR Layout,2026-06-01,Zomato,Boba Bar,11333.89
HSR Layout,2026-06-01,Zomato,Frozen Bottle,212949.0
HSR Layout,2026-06-01,Zomato,Madno,21140.68
HSR Layout,2026-07-01,In Store,Frozen Bottle,260831.41
HSR Layout,2026-07-01,Others,Boba Bar,2773.71
HSR Layout,2026-07-01,Others,Frozen Bottle,575.33
HSR Layout,2026-07-01,Ownly,Boba Bar,1060.0
HSR Layout,2026-07-01,Ownly,Frozen Bottle,8389.0
HSR Layout,2026-07-01,Swiggy,Boba Bar,13428.32
HSR Layout,2026-07-01,Swiggy,Frozen Bottle,371270.44
HSR Layout,2026-07-01,Swiggy,Madno,36770.67
HSR Layout,2026-07-01,Zomato,Boba Bar,3635.95
HSR Layout,2026-07-01,Zomato,Frozen Bottle,179948.68
HSR Layout,2026-07-01,Zomato,Madno,21182.74
HSR Layout,2026-08-01,In Store,Frozen Bottle,219820.34
HSR Layout,2026-08-01,Others,Boba Bar,744.26
HSR Layout,2026-08-01,Others,Frozen Bottle,1616.98
HSR Layout,2026-08-01,Ownly,Boba Bar,1640.0
HSR Layout,2026-08-01,Ownly,Frozen Bottle,30956.2
HSR Layout,2026-08-01,Swiggy,Boba Bar,10753.05
HSR Layout,2026-08-01,Swiggy,Frozen Bottle,275469.78
HSR Layout,2026-08-01,Swiggy,Madno,48263.58
HSR Layout,2026-08-01,Zomato,Boba Bar,3060.59
HSR Layout,2026-08-01,Zomato,Frozen Bottle,192517.71
HSR Layout,2026-08-01,Zomato,Madno,36084.85
Hadapsar,2025-01-01,In Store,Frozen Bottle,172070.06
Hadapsar,2025-01-01,Swiggy,Frozen Bottle,169424.71
Hadapsar,2025-01-01,Zomato,Frozen Bottle,200463.7
Hadapsar,2025-02-01,In Store,Frozen Bottle,128277.63
Hadapsar,2025-02-01,Swiggy,Frozen Bottle,175678.35
Hadapsar,2025-02-01,Zomato,Boba Bar,1738.5
Hadapsar,2025-02-01,Zomato,Frozen Bottle,284002.45
Hadapsar,2025-02-01,Zomato,Madno,2282.0
Hadapsar,2025-03-01,In Store,Frozen Bottle,177708.04
Hadapsar,2025-03-01,Swiggy,Boba Bar,448.0
Hadapsar,2025-03-01,Swiggy,Frozen Bottle,199999.9
Hadapsar,2025-03-01,Swiggy,Madno,4067.6
Hadapsar,2025-03-01,Zomato,Boba Bar,12503.5
Hadapsar,2025-03-01,Zomato,Frozen Bottle,291410.2
Hadapsar,2025-03-01,Zomato,Madno,17352.0
Hadapsar,2025-04-01,In Store,Frozen Bottle,148467.22
Hadapsar,2025-04-01,Swiggy,Boba Bar,5879.63
Hadapsar,2025-04-01,Swiggy,Frozen Bottle,184442.37
Hadapsar,2025-04-01,Swiggy,Madno,16798.47
Hadapsar,2025-04-01,Zomato,Boba Bar,11084.8
Hadapsar,2025-04-01,Zomato,Frozen Bottle,324837.97
Hadapsar,2025-04-01,Zomato,Madno,19585.0
Hadapsar,2025-05-01,In Store,Frozen Bottle,133766.0
Hadapsar,2025-05-01,Swiggy,Boba Bar,4890.5
Hadapsar,2025-05-01,Swiggy,Frozen Bottle,147504.18
Hadapsar,2025-05-01,Swiggy,Madno,14517.960000000001
Hadapsar,2025-05-01,Zomato,Boba Bar,4461.5
Hadapsar,2025-05-01,Zomato,Frozen Bottle,261501.69
Hadapsar,2025-05-01,Zomato,Madno,19033.5
Hadapsar,2025-06-01,In Store,Frozen Bottle,130048.28
Hadapsar,2025-06-01,Swiggy,Boba Bar,4473.78
Hadapsar,2025-06-01,Swiggy,Frozen Bottle,139946.94
Hadapsar,2025-06-01,Swiggy,Madno,10171.38
Hadapsar,2025-06-01,Zomato,Boba Bar,3915.0
Hadapsar,2025-06-01,Zomato,Frozen Bottle,242073.24
Hadapsar,2025-06-01,Zomato,Madno,21906.0
Hadapsar,2025-07-01,In Store,Frozen Bottle,120784.37
Hadapsar,2025-07-01,Swiggy,Boba Bar,5385.5
Hadapsar,2025-07-01,Swiggy,Frozen Bottle,144675.15
Hadapsar,2025-07-01,Swiggy,Madno,10367.51
Hadapsar,2025-07-01,Zomato,Boba Bar,2326.5
Hadapsar,2025-07-01,Zomato,Frozen Bottle,298511.43
Hadapsar,2025-07-01,Zomato,Madno,14510.5
Hadapsar,2025-08-01,In Store,Frozen Bottle,109515.18
Hadapsar,2025-08-01,Swiggy,Boba Bar,3671.69
Hadapsar,2025-08-01,Swiggy,Frozen Bottle,146029.82
Hadapsar,2025-08-01,Swiggy,Madno,11438.74
Hadapsar,2025-08-01,Zomato,Boba Bar,2216.0
Hadapsar,2025-08-01,Zomato,Frozen Bottle,237426.47
Hadapsar,2025-08-01,Zomato,Madno,9132.49
Hadapsar,2025-09-01,In Store,Frozen Bottle,83618.65
Hadapsar,2025-09-01,Swiggy,Boba Bar,7723.37
Hadapsar,2025-09-01,Swiggy,Frozen Bottle,124692.26
Hadapsar,2025-09-01,Swiggy,Madno,14322.94
Hadapsar,2025-09-01,Zomato,Boba Bar,1715.4
Hadapsar,2025-09-01,Zomato,Frozen Bottle,206975.67
Hadapsar,2025-09-01,Zomato,Madno,12668.0
Hadapsar,2025-10-01,In Store,Frozen Bottle,116732.6
Hadapsar,2025-10-01,Swiggy,Boba Bar,5371.87
Hadapsar,2025-10-01,Swiggy,Frozen Bottle,130849.73
Hadapsar,2025-10-01,Swiggy,Madno,12782.43
Hadapsar,2025-10-01,Zomato,Boba Bar,2581.0
Hadapsar,2025-10-01,Zomato,Frozen Bottle,192780.01
Hadapsar,2025-10-01,Zomato,Madno,8964.16
Hadapsar,2025-11-01,In Store,Frozen Bottle,101609.96
Hadapsar,2025-11-01,Swiggy,Boba Bar,1921.07
Hadapsar,2025-11-01,Swiggy,Frozen Bottle,139190.39
Hadapsar,2025-11-01,Swiggy,Madno,10018.93
Hadapsar,2025-11-01,Zomato,Boba Bar,2431.0
Hadapsar,2025-11-01,Zomato,Frozen Bottle,178202.11
Hadapsar,2025-11-01,Zomato,Madno,12261.0
Hadapsar,2025-12-01,In Store,Frozen Bottle,101161.51
Hadapsar,2025-12-01,Swiggy,Boba Bar,3601.52
Hadapsar,2025-12-01,Swiggy,Frozen Bottle,121742.3
Hadapsar,2025-12-01,Swiggy,Madno,9863.0
Hadapsar,2025-12-01,Zomato,Boba Bar,2341.0
Hadapsar,2025-12-01,Zomato,Frozen Bottle,177631.1
Hadapsar,2025-12-01,Zomato,Madno,7131.0
Hadapsar,2026-01-01,In Store,Frozen Bottle,77959.6
Hadapsar,2026-01-01,Swiggy,Boba Bar,4852.0
Hadapsar,2026-01-01,Swiggy,Frozen Bottle,124749.54000000001
Hadapsar,2026-01-01,Swiggy,Madno,6743.0
Hadapsar,2026-01-01,Zomato,Boba Bar,2560.0
Hadapsar,2026-01-01,Zomato,Frozen Bottle,206561.27
Hadapsar,2026-01-01,Zomato,Madno,2128.0
Hadapsar,2026-02-01,In Store,Frozen Bottle,88113.49
Hadapsar,2026-02-01,Swiggy,Boba Bar,3005.44
Hadapsar,2026-02-01,Swiggy,Frozen Bottle,113634.2
Hadapsar,2026-02-01,Swiggy,Madno,16755.0
Hadapsar,2026-02-01,Zomato,Boba Bar,1623.0
Hadapsar,2026-02-01,Zomato,Frozen Bottle,213180.91
Hadapsar,2026-02-01,Zomato,Madno,3766.0
Hadapsar,2026-03-01,In Store,Frozen Bottle,122264.45
Hadapsar,2026-03-01,Swiggy,Boba Bar,4892.0
Hadapsar,2026-03-01,Swiggy,Frozen Bottle,134361.6
Hadapsar,2026-03-01,Swiggy,Madno,21384.44
Hadapsar,2026-03-01,Zomato,Boba Bar,2540.0
Hadapsar,2026-03-01,Zomato,Frozen Bottle,242493.43
Hadapsar,2026-03-01,Zomato,Madno,4673.0
Hadapsar,2026-04-01,In Store,Frozen Bottle,134815.9
Hadapsar,2026-04-01,Swiggy,Boba Bar,4324.0
Hadapsar,2026-04-01,Swiggy,Frozen Bottle,134322.76
Hadapsar,2026-04-01,Swiggy,Madno,21304.01
Hadapsar,2026-04-01,Zomato,Boba Bar,2549.0
Hadapsar,2026-04-01,Zomato,Frozen Bottle,200915.86
Hadapsar,2026-04-01,Zomato,Madno,5040.0
Hadapsar,2026-05-01,In Store,Frozen Bottle,137149.36
Hadapsar,2026-05-01,Swiggy,Boba Bar,4633.84
Hadapsar,2026-05-01,Swiggy,Frozen Bottle,122950.01
Hadapsar,2026-05-01,Swiggy,Madno,13695.28
Hadapsar,2026-05-01,Zomato,Boba Bar,4175.0
Hadapsar,2026-05-01,Zomato,Frozen Bottle,236633.81
Hadapsar,2026-05-01,Zomato,Madno,11513.0
Hadapsar,2026-06-01,In Store,Frozen Bottle,92288.98
Hadapsar,2026-06-01,Swiggy,Boba Bar,4820.639999999999
Hadapsar,2026-06-01,Swiggy,Frozen Bottle,99673.75
Hadapsar,2026-06-01,Swiggy,Madno,9603.0
Hadapsar,2026-06-01,Zomato,Boba Bar,1602.0
Hadapsar,2026-06-01,Zomato,Frozen Bottle,185259.87
Hadapsar,2026-06-01,Zomato,Madno,6493.0
Hadapsar,2026-07-01,In Store,Frozen Bottle,78382.22
Hadapsar,2026-07-01,Swiggy,Boba Bar,1409.0
Hadapsar,2026-07-01,Swiggy,Frozen Bottle,74128.0
Hadapsar,2026-07-01,Swiggy,Madno,13265.0
Hadapsar,2026-07-01,Zomato,Boba Bar,1243.25
Hadapsar,2026-07-01,Zomato,Frozen Bottle,177675.54
Hadapsar,2026-07-01,Zomato,Madno,10105.0
Hadapsar,2026-08-01,In Store,Frozen Bottle,65943.38
Hadapsar,2026-08-01,Swiggy,Boba Bar,2849.0
Hadapsar,2026-08-01,Swiggy,Frozen Bottle,87860.0
Hadapsar,2026-08-01,Swiggy,Madno,12952.0
Hadapsar,2026-08-01,Zomato,Boba Bar,829.75
Hadapsar,2026-08-01,Zomato,Frozen Bottle,177433.01
Hadapsar,2026-08-01,Zomato,Madno,7627.25
Hafizpet,2025-10-01,In Store,Frozen Bottle,116391.8
Hafizpet,2025-10-01,Swiggy,Frozen Bottle,9956.0
Hafizpet,2025-10-01,Zomato,Frozen Bottle,79673.12
Hafizpet,2025-11-01,In Store,Frozen Bottle,91148.56
Hafizpet,2025-11-01,Swiggy,Frozen Bottle,42904.17
Hafizpet,2025-11-01,Zomato,Frozen Bottle,87347.44
Hafizpet,2025-12-01,In Store,Frozen Bottle,82998.31
Hafizpet,2025-12-01,Swiggy,Frozen Bottle,54467.47
Hafizpet,2025-12-01,Swiggy,Madno,4360.61
Hafizpet,2025-12-01,Zomato,Frozen Bottle,52377.4
Hafizpet,2025-12-01,Zomato,Madno,17654.36
Hafizpet,2026-01-01,In Store,Frozen Bottle,66192.85
Hafizpet,2026-01-01,Swiggy,Frozen Bottle,45588.07
Hafizpet,2026-01-01,Swiggy,Madno,9746.39
Hafizpet,2026-01-01,Zomato,Frozen Bottle,47651.88
Hafizpet,2026-01-01,Zomato,Madno,2801.3
Hafizpet,2026-02-01,In Store,Frozen Bottle,84172.57
Hafizpet,2026-02-01,Swiggy,Frozen Bottle,40076.86
Hafizpet,2026-02-01,Swiggy,Madno,10448.25
Hafizpet,2026-02-01,Zomato,Frozen Bottle,72584.41
Hafizpet,2026-02-01,Zomato,Madno,4921.4
Hafizpet,2026-03-01,In Store,Frozen Bottle,142446.04
Hafizpet,2026-03-01,Swiggy,Frozen Bottle,59523.31
Hafizpet,2026-03-01,Swiggy,Madno,13028.550000000001
Hafizpet,2026-03-01,Zomato,Frozen Bottle,96635.72
Hafizpet,2026-03-01,Zomato,Madno,6237.66
Hafizpet,2026-04-01,In Store,Frozen Bottle,167592.61000000002
Hafizpet,2026-04-01,Swiggy,Frozen Bottle,53195.26
Hafizpet,2026-04-01,Swiggy,Madno,38968.33
Hafizpet,2026-04-01,Zomato,Frozen Bottle,76185.33
Hafizpet,2026-04-01,Zomato,Madno,4465.5
Hafizpet,2026-05-01,In Store,Frozen Bottle,179680.47
Hafizpet,2026-05-01,Swiggy,Frozen Bottle,44687.0
Hafizpet,2026-05-01,Swiggy,Madno,38177.87
Hafizpet,2026-05-01,Zomato,Frozen Bottle,90773.34
Hafizpet,2026-05-01,Zomato,Madno,12593.27
Hafizpet,2026-06-01,In Store,Frozen Bottle,175484.43
Hafizpet,2026-06-01,Swiggy,Frozen Bottle,27127.94
Hafizpet,2026-06-01,Swiggy,Madno,51343.11
Hafizpet,2026-06-01,Zomato,Frozen Bottle,94855.3
Hafizpet,2026-06-01,Zomato,Madno,6679.95
Hafizpet,2026-07-01,In Store,Frozen Bottle,133377.22
Hafizpet,2026-07-01,Swiggy,Frozen Bottle,29564.0
Hafizpet,2026-07-01,Swiggy,Madno,34699.44
Hafizpet,2026-07-01,Zomato,Frozen Bottle,89759.6
Hafizpet,2026-07-01,Zomato,Madno,5236.4
Hafizpet,2026-08-01,In Store,Frozen Bottle,135835.09
Hafizpet,2026-08-01,Swiggy,Frozen Bottle,25754.8
Hafizpet,2026-08-01,Swiggy,Madno,19361.13
Hafizpet,2026-08-01,Zomato,Frozen Bottle,101749.0
Hafizpet,2026-08-01,Zomato,Madno,12876.3
Hanumakonda,2025-02-01,In Store,Frozen Bottle,60474.909999999996
Hanumakonda,2025-03-01,In Store,Frozen Bottle,176181.96
Hanumakonda,2025-03-01,Swiggy,Frozen Bottle,11208.01
Hanumakonda,2025-04-01,In Store,Frozen Bottle,209384.22
Hanumakonda,2025-04-01,Swiggy,Frozen Bottle,20559.07
Hanumakonda,2025-04-01,Zomato,Frozen Bottle,10742.0
Hanumakonda,2025-05-01,In Store,Frozen Bottle,180537.68
Hanumakonda,2025-05-01,Swiggy,Frozen Bottle,27063.07
Hanumakonda,2025-05-01,Zomato,Frozen Bottle,21615.0
Hanumakonda,2025-06-01,In Store,Frozen Bottle,117124.2
Hanumakonda,2025-06-01,Swiggy,Frozen Bottle,23965.04
Hanumakonda,2025-06-01,Zomato,Frozen Bottle,15458.5
Hanumakonda,2025-07-01,In Store,Frozen Bottle,106026.06
Hanumakonda,2025-07-01,Swiggy,Frozen Bottle,26657.37
Hanumakonda,2025-07-01,Zomato,Frozen Bottle,23292.85
Hanumakonda,2025-08-01,In Store,Frozen Bottle,130771.25
Hanumakonda,2025-08-01,Swiggy,Frozen Bottle,19058.04
Hanumakonda,2025-08-01,Zomato,Frozen Bottle,17567.64
Hanumakonda,2025-09-01,In Store,Frozen Bottle,96294.31
Hanumakonda,2025-09-01,Swiggy,Frozen Bottle,21085.15
Hanumakonda,2025-09-01,Zomato,Frozen Bottle,9980.85
Hanumakonda,2025-10-01,In Store,Frozen Bottle,135328.12
Hanumakonda,2025-10-01,Swiggy,Frozen Bottle,19497.64
Hanumakonda,2025-10-01,Zomato,Frozen Bottle,19556.84
Hanumakonda,2025-11-01,In Store,Frozen Bottle,118237.04000000001
Hanumakonda,2025-11-01,Swiggy,Frozen Bottle,33996.37
Hanumakonda,2025-11-01,Zomato,Frozen Bottle,20975.01
Hanumakonda,2025-12-01,In Store,Frozen Bottle,108702.01
Hanumakonda,2025-12-01,Swiggy,Frozen Bottle,35041.03
Hanumakonda,2025-12-01,Zomato,Frozen Bottle,23238.0
Hanumakonda,2026-01-01,In Store,Frozen Bottle,111391.93
Hanumakonda,2026-01-01,Swiggy,Frozen Bottle,31437.62
Hanumakonda,2026-01-01,Zomato,Frozen Bottle,17918.64
Hanumakonda,2026-02-01,In Store,Frozen Bottle,105930.91
Hanumakonda,2026-02-01,Swiggy,Frozen Bottle,32975.04
Hanumakonda,2026-02-01,Zomato,Frozen Bottle,21362.0
Hanumakonda,2026-03-01,In Store,Frozen Bottle,164339.48
Hanumakonda,2026-03-01,Swiggy,Frozen Bottle,42254.91
Hanumakonda,2026-03-01,Zomato,Frozen Bottle,29532.97
Hanumakonda,2026-04-01,In Store,Frozen Bottle,209343.06
Hanumakonda,2026-04-01,Swiggy,Frozen Bottle,38291.31
Hanumakonda,2026-04-01,Zomato,Frozen Bottle,35488.32
Hanumakonda,2026-05-01,In Store,Frozen Bottle,152750.36
Hanumakonda,2026-05-01,Swiggy,Frozen Bottle,49536.12
Hanumakonda,2026-05-01,Zomato,Frozen Bottle,49849.02
Hanumakonda,2026-06-01,In Store,Frozen Bottle,141535.81
Hanumakonda,2026-06-01,Swiggy,Frozen Bottle,39000.8
Hanumakonda,2026-06-01,Zomato,Frozen Bottle,39457.98
Hanumakonda,2026-07-01,In Store,Frozen Bottle,95920.75
Hanumakonda,2026-07-01,Swiggy,Frozen Bottle,25649.64
Hanumakonda,2026-07-01,Zomato,Frozen Bottle,37605.01
Hanumakonda,2026-08-01,In Store,Frozen Bottle,154762.41
Hanumakonda,2026-08-01,Swiggy,Frozen Bottle,27128.0
Hanumakonda,2026-08-01,Zomato,Frozen Bottle,25449.0
Harlur Road,2025-01-01,In Store,Boba Bar,3903.0
Harlur Road,2025-01-01,In Store,Frozen Bottle,58210.78
Harlur Road,2025-01-01,Others,Frozen Bottle,1160.85
Harlur Road,2025-01-01,Swiggy,Boba Bar,7653.83
Harlur Road,2025-01-01,Swiggy,Frozen Bottle,94922.15000000001
Harlur Road,2025-01-01,Swiggy,Madno,10953.51
Harlur Road,2025-01-01,Zomato,Boba Bar,5978.8099999999995
Harlur Road,2025-01-01,Zomato,Frozen Bottle,92522.83
Harlur Road,2025-01-01,Zomato,Madno,11008.44
Harlur Road,2025-02-01,In Store,Boba Bar,2529.0
Harlur Road,2025-02-01,In Store,Frozen Bottle,66704.39
Harlur Road,2025-02-01,Others,Frozen Bottle,5371.28
Harlur Road,2025-02-01,Swiggy,Boba Bar,9030.55
Harlur Road,2025-02-01,Swiggy,Frozen Bottle,131569.83
Harlur Road,2025-02-01,Swiggy,Madno,19008.15
Harlur Road,2025-02-01,Zomato,Boba Bar,1405.0
Harlur Road,2025-02-01,Zomato,Frozen Bottle,89518.5
Harlur Road,2025-02-01,Zomato,Madno,14446.6
Harlur Road,2025-03-01,In Store,Boba Bar,4432.0
Harlur Road,2025-03-01,In Store,Frozen Bottle,104353.37
Harlur Road,2025-03-01,Others,Frozen Bottle,6086.58
Harlur Road,2025-03-01,Swiggy,Boba Bar,6492.0199999999995
Harlur Road,2025-03-01,Swiggy,Frozen Bottle,181730.37
Harlur Road,2025-03-01,Swiggy,Madno,33224.89
Harlur Road,2025-03-01,Zomato,Boba Bar,4278.0
Harlur Road,2025-03-01,Zomato,Frozen Bottle,113217.48
Harlur Road,2025-03-01,Zomato,Madno,18961.6
Harlur Road,2025-04-01,In Store,Boba Bar,3385.0
Harlur Road,2025-04-01,In Store,Frozen Bottle,90518.3
Harlur Road,2025-04-01,Others,Frozen Bottle,5353.99
Harlur Road,2025-04-01,Swiggy,Boba Bar,7818.95
Harlur Road,2025-04-01,Swiggy,Frozen Bottle,180241.18
Harlur Road,2025-04-01,Swiggy,Madno,39542.37
Harlur Road,2025-04-01,Zomato,Boba Bar,3384.0
Harlur Road,2025-04-01,Zomato,Frozen Bottle,137638.77
Harlur Road,2025-04-01,Zomato,Madno,19986.0
Harlur Road,2025-05-01,In Store,Boba Bar,2917.0
Harlur Road,2025-05-01,In Store,Frozen Bottle,95029.65
Harlur Road,2025-05-01,Others,Frozen Bottle,3098.15
Harlur Road,2025-05-01,Swiggy,Boba Bar,10974.97
Harlur Road,2025-05-01,Swiggy,Frozen Bottle,140518.69
Harlur Road,2025-05-01,Swiggy,Madno,30985.69
Harlur Road,2025-05-01,Zomato,Boba Bar,3854.0
Harlur Road,2025-05-01,Zomato,Frozen Bottle,140879.94
Harlur Road,2025-05-01,Zomato,Madno,20322.4
Harlur Road,2025-06-01,In Store,Boba Bar,3037.0
Harlur Road,2025-06-01,In Store,Frozen Bottle,92535.74
Harlur Road,2025-06-01,Swiggy,Boba Bar,11323.97
Harlur Road,2025-06-01,Swiggy,Frozen Bottle,116620.17
Harlur Road,2025-06-01,Swiggy,Madno,25899.14
Harlur Road,2025-06-01,Zomato,Boba Bar,1397.0
Harlur Road,2025-06-01,Zomato,Frozen Bottle,87987.2
Harlur Road,2025-06-01,Zomato,Madno,18063.6
Harlur Road,2025-07-01,In Store,Boba Bar,6424.0
Harlur Road,2025-07-01,In Store,Frozen Bottle,70161.65
Harlur Road,2025-07-01,Others,Frozen Bottle,197.35
Harlur Road,2025-07-01,Swiggy,Boba Bar,6975.1
Harlur Road,2025-07-01,Swiggy,Frozen Bottle,111688.16
Harlur Road,2025-07-01,Swiggy,Madno,15404.11
Harlur Road,2025-07-01,Zomato,Boba Bar,2898.24
Harlur Road,2025-07-01,Zomato,Frozen Bottle,99907.76
Harlur Road,2025-07-01,Zomato,Madno,17704.28
Harlur Road,2025-08-01,In Store,Boba Bar,2360.0
Harlur Road,2025-08-01,In Store,Frozen Bottle,67936.54
Harlur Road,2025-08-01,Others,Frozen Bottle,333.05
Harlur Road,2025-08-01,Swiggy,Boba Bar,8967.18
Harlur Road,2025-08-01,Swiggy,Frozen Bottle,110835.76
Harlur Road,2025-08-01,Swiggy,Madno,14712.76
Harlur Road,2025-08-01,Zomato,Boba Bar,5313.18
Harlur Road,2025-08-01,Zomato,Frozen Bottle,118960.41
Harlur Road,2025-08-01,Zomato,Madno,19347.46
Harlur Road,2025-09-01,In Store,Boba Bar,1972.0
Harlur Road,2025-09-01,In Store,Frozen Bottle,92185.29
Harlur Road,2025-09-01,Others,Frozen Bottle,743.29
Harlur Road,2025-09-01,Swiggy,Boba Bar,7318.35
Harlur Road,2025-09-01,Swiggy,Frozen Bottle,122789.75
Harlur Road,2025-09-01,Swiggy,Madno,15069.33
Harlur Road,2025-09-01,Zomato,Boba Bar,3227.24
Harlur Road,2025-09-01,Zomato,Frozen Bottle,94233.12
Harlur Road,2025-09-01,Zomato,Madno,17166.53
Harlur Road,2025-10-01,In Store,Boba Bar,2500.0
Harlur Road,2025-10-01,In Store,Frozen Bottle,107819.41
Harlur Road,2025-10-01,Others,Frozen Bottle,598.55
Harlur Road,2025-10-01,Swiggy,Boba Bar,4119.6
Harlur Road,2025-10-01,Swiggy,Frozen Bottle,116797.36
Harlur Road,2025-10-01,Swiggy,Madno,14006.51
Harlur Road,2025-10-01,Zomato,Boba Bar,2351.5
Harlur Road,2025-10-01,Zomato,Frozen Bottle,74646.9
Harlur Road,2025-10-01,Zomato,Madno,13794.61
Harlur Road,2025-11-01,In Store,Boba Bar,1105.0
Harlur Road,2025-11-01,In Store,Frozen Bottle,86901.04
Harlur Road,2025-11-01,Others,Frozen Bottle,803.04
Harlur Road,2025-11-01,Swiggy,Boba Bar,1834.6
Harlur Road,2025-11-01,Swiggy,Frozen Bottle,97771.15000000001
Harlur Road,2025-11-01,Swiggy,Madno,15584.6
Harlur Road,2025-11-01,Zomato,Boba Bar,2339.0
Harlur Road,2025-11-01,Zomato,Frozen Bottle,70498.45
Harlur Road,2025-11-01,Zomato,Madno,17326.52
Harlur Road,2025-12-01,In Store,Boba Bar,1703.0
Harlur Road,2025-12-01,In Store,Frozen Bottle,95208.42
Harlur Road,2025-12-01,Swiggy,Boba Bar,1767.44
Harlur Road,2025-12-01,Swiggy,Frozen Bottle,95388.88
Harlur Road,2025-12-01,Swiggy,Madno,9138.6
Harlur Road,2025-12-01,Zomato,Boba Bar,2965.98
Harlur Road,2025-12-01,Zomato,Frozen Bottle,79089.11
Harlur Road,2025-12-01,Zomato,Madno,14192.06
Harlur Road,2026-01-01,In Store,Boba Bar,1055.0
Harlur Road,2026-01-01,In Store,Frozen Bottle,91684.27
Harlur Road,2026-01-01,Others,Frozen Bottle,463.2
Harlur Road,2026-01-01,Swiggy,Boba Bar,5957.51
Harlur Road,2026-01-01,Swiggy,Frozen Bottle,124128.56
Harlur Road,2026-01-01,Swiggy,Madno,13747.33
Harlur Road,2026-01-01,Zomato,Boba Bar,8804.22
Harlur Road,2026-01-01,Zomato,Frozen Bottle,87265.55
Harlur Road,2026-01-01,Zomato,Madno,16840.02
Harlur Road,2026-02-01,In Store,Boba Bar,2110.0
Harlur Road,2026-02-01,In Store,Frozen Bottle,63536.49
Harlur Road,2026-02-01,Ownly,Boba Bar,75.63
Harlur Road,2026-02-01,Ownly,Frozen Bottle,455.25
Harlur Road,2026-02-01,Ownly,Madno,1226.13
Harlur Road,2026-02-01,Swiggy,Boba Bar,5683.01
Harlur Road,2026-02-01,Swiggy,Frozen Bottle,152201.68
Harlur Road,2026-02-01,Swiggy,Madno,12118.67
Harlur Road,2026-02-01,Zomato,Boba Bar,10182.38
Harlur Road,2026-02-01,Zomato,Frozen Bottle,101919.77
Harlur Road,2026-02-01,Zomato,Madno,18417.52
Harlur Road,2026-03-01,In Store,Boba Bar,478.0
Harlur Road,2026-03-01,In Store,Frozen Bottle,76067.48
Harlur Road,2026-03-01,Ownly,Boba Bar,530.88
Harlur Road,2026-03-01,Ownly,Frozen Bottle,1412.25
Harlur Road,2026-03-01,Ownly,Madno,1860.0
Harlur Road,2026-03-01,Swiggy,Boba Bar,8990.95
Harlur Road,2026-03-01,Swiggy,Frozen Bottle,210926.05000000002
Harlur Road,2026-03-01,Swiggy,Madno,22559.09
Harlur Road,2026-03-01,Zomato,Boba Bar,7227.32
Harlur Road,2026-03-01,Zomato,Frozen Bottle,109344.9
Harlur Road,2026-03-01,Zomato,Madno,28304.14
Harlur Road,2026-04-01,In Store,Boba Bar,249.0
Harlur Road,2026-04-01,In Store,Frozen Bottle,89138.42
Harlur Road,2026-04-01,Ownly,Boba Bar,115.63
Harlur Road,2026-04-01,Ownly,Frozen Bottle,2487.32
Harlur Road,2026-04-01,Ownly,Madno,4288.5
Harlur Road,2026-04-01,Swiggy,Boba Bar,9919.53
Harlur Road,2026-04-01,Swiggy,Frozen Bottle,211193.46
Harlur Road,2026-04-01,Swiggy,Madno,21431.68
Harlur Road,2026-04-01,Zomato,Boba Bar,4605.0
Harlur Road,2026-04-01,Zomato,Frozen Bottle,111150.43
Harlur Road,2026-04-01,Zomato,Madno,38434.3
Harlur Road,2026-05-01,In Store,Frozen Bottle,86814.76
Harlur Road,2026-05-01,Ownly,Boba Bar,377.0
Harlur Road,2026-05-01,Ownly,Frozen Bottle,3580.0
Harlur Road,2026-05-01,Ownly,Madno,2824.0
Harlur Road,2026-05-01,Swiggy,Boba Bar,9989.58
Harlur Road,2026-05-01,Swiggy,Frozen Bottle,203011.06
Harlur Road,2026-05-01,Swiggy,Madno,13418.04
Harlur Road,2026-05-01,Zomato,Boba Bar,8516.619999999999
Harlur Road,2026-05-01,Zomato,Frozen Bottle,83425.51
